ZIP Code,YoY Growth 2024,Total Exposure 2024,YoY Growth 2023,Total Exposure 2023,YoY Growth 2022,Total Exposure 2022,YoY Growth 2021,Total Exposure 2021,Total Exposure 2020
91605,31.1%,"$ 1 90,903,041",15.9%,"$ 1 45,587,482",3.7%,"$ 1 25,624,573",0.1%,"$ 1 21,114,522","$ 1 21,005,196"
91606,28.9%,"$ 1 39,828,796",5.7%,"$ 1 08,465,612",-2.9%,"$ 1 02,625,779",16.3%,"$ 1 05,665,494","$ 9 0,836,411"
91607,152.7%,"$ 5 3,655,825",2.4%,"$ 2 1,233,320",28.5%,"$ 2 0,737,520",-4.6%,"$ 1 6,140,679","$ 1 6,922,537"
91702,63.9%,"$ 2 88,577,040",31.3%,"$ 1 76,097,217",5.0%,"$ 1 34,124,459",8.6%,"$ 1 27,739,477","$ 1 17,651,571"
91706,27.3%,"$ 2 58,362,333",15.8%,"$ 2 02,993,137",1.4%,"$ 1 75,308,691",-1.0%,"$ 1 72,935,862","$ 1 74,750,865"
91711,88.3%,"$ 3 39,602,740",38.3%,"$ 1 80,319,086",19.7%,"$ 1 30,366,694",23.9%,"$ 1 08,941,087","$ 8 7,947,775"
91722,39.2%,"$ 7 1,536,907",12.4%,"$ 5 1,388,717",-0.8%,"$ 4 5,731,548",-1.0%,"$ 4 6,077,477","$ 4 6,562,380"
91723,69.3%,"$ 2 8,017,631",9.1%,"$ 1 6,553,810",21.3%,"$ 1 5,171,512",-9.6%,"$ 1 2,511,761","$ 1 3,842,755"
91724,32.4%,"$ 1 62,040,076",28.1%,"$ 1 22,432,965",10.4%,"$ 9 5,554,949",7.4%,"$ 8 6,523,270","$ 8 0,535,244"
91731,34.1%,"$ 8 3,179,725",11.1%,"$ 6 2,050,014",8.4%,"$ 5 5,852,948",2.0%,"$ 5 1,538,122","$ 5 0,545,460"
91732,34.6%,"$ 1 63,830,721",15.3%,"$ 1 21,729,046",11.7%,"$ 1 05,534,922",-2.1%,"$ 9 4,491,324","$ 9 6,522,719"
91733,15.0%,"$ 1 13,441,174",19.3%,"$ 9 8,626,509",-1.5%,"$ 8 2,682,703",12.6%,"$ 8 3,901,668","$ 7 4,534,846"
91740,95.6%,"$ 7 6,734,741",21.6%,"$ 3 9,223,681",30.4%,"$ 3 2,253,067",-5.4%,"$ 2 4,724,491","$ 2 6,125,789"
91741,67.4%,"$ 5 97,694,307",32.7%,"$ 3 57,065,350",21.2%,"$ 2 69,029,928",21.6%,"$ 2 21,896,980","$ 1 82,458,622"
91744,28.6%,"$ 3 52,417,918",13.3%,"$ 2 74,008,373",1.7%,"$ 2 41,897,907",5.2%,"$ 2 37,835,905","$ 2 26,026,196"
91745,75.2%,"$ 5 68,527,304",20.0%,"$ 3 24,577,993",19.1%,"$ 2 70,593,187",12.6%,"$ 2 27,228,154","$ 2 01,862,236"
91746,30.7%,"$ 1 40,572,471",20.9%,"$ 1 07,520,914",4.7%,"$ 8 8,927,557",7.0%,"$ 8 4,951,652","$ 7 9,366,902"
91748,120.5%,"$ 4 10,023,920",43.6%,"$ 1 85,963,177",15.4%,"$ 1 29,494,869",25.7%,"$ 1 12,236,959","$ 8 9,302,349"
91750,139.9%,"$ 5 05,413,031",54.3%,"$ 2 10,658,036",33.3%,"$ 1 36,543,575",18.8%,"$ 1 02,420,085","$ 8 6,199,802"
91754,36.4%,"$ 7 7,643,059",45.2%,"$ 5 6,942,701",3.3%,"$ 3 9,225,118",4.9%,"$ 3 7,956,421","$ 3 6,167,205"
91755,63.2%,"$ 6 2,063,921",43.8%,"$ 3 8,033,075",3.8%,"$ 2 6,453,427",13.8%,"$ 2 5,473,867","$ 2 2,393,545"
91765,74.7%,"$ 1 ,167,413,681",30.0%,"$ 6 68,393,516",19.0%,"$ 5 13,975,073",40.3%,"$ 4 32,065,621","$ 3 08,063,542"
91766,68.4%,"$ 2 77,299,295",20.3%,"$ 1 64,692,229",2.4%,"$ 1 36,866,916",1.9%,"$ 1 33,703,659","$ 1 31,274,378"
91767,40.7%,"$ 1 36,114,034",11.6%,"$ 9 6,723,858",7.6%,"$ 8 6,656,037",-1.5%,"$ 8 0,550,093","$ 8 1,806,199"
91768,37.0%,"$ 1 04,019,794",9.5%,"$ 7 5,953,486",2.0%,"$ 6 9,383,091",-0.2%,"$ 6 7,992,927","$ 6 8,147,974"
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
91770,38.8%,"$ 1 67,550,460",30.6%,"$ 1 20,702,371",1.6%,"$ 9 2,426,961",5.3%,"$ 9 0,953,207","$ 8 6,341,869"
91773,76.1%,"$ 4 16,099,858",53.3%,"$ 2 36,309,108",22.4%,"$ 1 54,148,529",10.0%,"$ 1 25,926,098","$ 1 14,505,288"
91775,93.0%,"$ 6 5,390,043",35.1%,"$ 3 3,876,388",14.4%,"$ 2 5,070,516",-12.4%,"$ 2 1,917,187","$ 2 5,014,196"
91776,48.1%,"$ 9 2,112,779",25.8%,"$ 6 2,178,454",12.9%,"$ 4 9,408,859",-10.1%,"$ 4 3,753,973","$ 4 8,678,993"
91780,80.4%,"$ 8 8,422,236",32.1%,"$ 4 9,023,346",-0.2%,"$ 3 7,123,469",2.1%,"$ 3 7,181,849","$ 3 6,431,994"
91789,111.1%,"$ 4 25,857,269",31.2%,"$ 2 01,715,258",17.8%,"$ 1 53,800,834",3.2%,"$ 1 30,525,768","$ 1 26,421,210"
91790,54.5%,"$ 1 11,830,272",3.4%,"$ 7 2,401,391",1.1%,"$ 7 0,019,312",-0.5%,"$ 6 9,278,696","$ 6 9,656,595"
91791,107.0%,"$ 1 94,004,314",25.9%,"$ 9 3,709,283",16.7%,"$ 7 4,451,891",-7.2%,"$ 6 3,797,053","$ 6 8,745,026"
91792,91.1%,"$ 6 8,607,913",25.8%,"$ 3 5,903,292",-3.2%,"$ 2 8,545,106",-9.3%,"$ 2 9,489,002","$ 3 2,504,128"
91801,29.6%,"$ 1 10,593,129",26.8%,"$ 8 5,358,987",0.3%,"$ 6 7,337,466",0.8%,"$ 6 7,115,849","$ 6 6,570,134"
91803,60.6%,"$ 9 6,819,026",11.3%,"$ 6 0,287,167",0.1%,"$ 5 4,174,186",2.6%,"$ 5 4,116,602","$ 5 2,737,455"
93510,93.8%,"$ 6 46,811,668",57.6%,"$ 3 33,690,255",73.4%,"$ 2 11,748,662",38.5%,"$ 1 22,139,683","$ 8 8,188,202"
93532,28.5%,"$ 3 06,576,162",24.2%,"$ 2 38,654,547",42.9%,"$ 1 92,093,979",55.1%,"$ 1 34,442,278","$ 8 6,699,153"
93534,133.3%,"$ 9 6,582,656",87.6%,"$ 4 1,404,785",13.4%,"$ 2 2,076,061",3.1%,"$ 1 9,459,211","$ 1 8,879,828"
93535,176.4%,"$ 2 29,002,867",48.4%,"$ 8 2,847,820",12.2%,"$ 5 5,813,082",25.8%,"$ 4 9,758,821","$ 3 9,553,102"
93536,162.0%,"$ 2 38,939,938",70.9%,"$ 9 1,193,141",10.3%,"$ 5 3,367,347",23.2%,"$ 4 8,397,508","$ 3 9,280,261"
93543,110.4%,"$ 1 08,122,778",98.5%,"$ 5 1,394,270",9.8%,"$ 2 5,888,305",-0.1%,"$ 2 3,571,220","$ 2 3,602,814"
93544,62.9%,"$ 3 1,199,040",26.6%,"$ 1 9,147,893",40.5%,"$ 1 5,130,412",14.3%,"$ 1 0,772,299","$ 9 ,420,902"
93550,163.1%,"$ 3 09,390,026",42.4%,"$ 1 17,603,331",17.7%,"$ 8 2,566,463",19.0%,"$ 7 0,139,338","$ 5 8,927,456"
93551,109.1%,"$ 6 84,128,181",67.3%,"$ 3 27,231,585",36.5%,"$ 1 95,644,965",42.9%,"$ 1 43,339,913","$ 1 00,330,032"
93552,134.1%,"$ 1 59,248,608",95.2%,"$ 6 8,028,496",15.9%,"$ 3 4,850,695",21.1%,"$ 3 0,075,043","$ 2 4,840,160"
93553,91.7%,"$ 4 3,137,732",169.5%,"$ 2 2,501,314",15.4%,"$ 8 ,348,180",27.4%,"$ 7 ,232,854","$ 5 ,677,336"
93563,-4.5%,"$ 6 ,244,162",35.8%,"$ 6 ,537,630",25.7%,"$ 4 ,812,989",21.1%,"$ 3 ,827,672","$ 3 ,161,448"
93591,121.0%,"$ 3 3,186,794",70.7%,"$ 1 5,015,856",23.4%,"$ 8 ,795,868",1.3%,"$ 7 ,129,849","$ 7 ,040,551"
93601,32.6%,"$ 2 26,459,668",25.4%,"$ 1 70,739,468",61.3%,"$ 1 36,129,173",36.3%,"$ 8 4,407,035","$ 6 1,904,770"
93604,20.3%,"$ 4 76,340,150",19.9%,"$ 3 95,975,628",82.3%,"$ 3 30,342,807",58.7%,"$ 1 81,218,852","$ 1 14,204,839"
93610,63.7%,"$ 1 0,579,877",75.2%,"$ 6 ,464,585",49.6%,"$ 3 ,689,655",4.3%,"$ 2 ,466,571","$ 2 ,364,304"
93614,41.3%,"$ 1 ,019,802,227",29.1%,"$ 7 21,807,328",72.9%,"$ 5 59,129,155",47.4%,"$ 3 23,418,870","$ 2 19,454,103"
93636,113.9%,"$ 5 6,852,983",204.0%,"$ 2 6,584,951",13.8%,"$ 8 ,744,931",465.7%,"$ 7 ,687,352","$ 1 ,358,863"
93637,168.1%,"$ 2 4,254,847",28.5%,"$ 9 ,048,397",94.3%,"$ 7 ,039,919",28.1%,"$ 3 ,623,858","$ 2 ,828,284"
93638,93.5%,"$ 4 3,673,929",105.9%,"$ 2 2,571,007",103.7%,"$ 1 0,961,324",16.3%,"$ 5 ,380,006","$ 4 ,624,970"
93643,8.2%,"$ 4 15,332,973",13.2%,"$ 3 83,910,593",25.3%,"$ 3 39,070,884",20.2%,"$ 2 70,600,320","$ 2 25,183,754"
93644,43.0%,"$ 9 22,104,224",21.8%,"$ 6 44,766,072",52.3%,"$ 5 29,230,334",34.9%,"$ 3 47,512,170","$ 2 57,622,712"
93645,55.4%,"$ 3 0,899,996",5.1%,"$ 1 9,888,816",54.2%,"$ 1 8,917,277",1.1%,"$ 1 2,265,041","$ 1 2,136,100"
93653,23.0%,"$ 6 1,676,734",25.7%,"$ 5 0,161,141",20.3%,"$ 3 9,896,192",118.5%,"$ 3 3,174,344","$ 1 5,179,499"
93669,1.7%,"$ 6 6,752,062",10.2%,"$ 6 5,639,861",16.9%,"$ 5 9,547,061",17.3%,"$ 5 0,956,707","$ 4 3,441,855"
94901,209.5%,"$ 2 41,810,000",162.2%,"$ 7 8,122,800",0.6%,"$ 2 9,799,848",91.6%,"$ 2 9,634,743","$ 1 5,468,924"
94903,379.4%,"$ 1 52,051,788",15.1%,"$ 3 1,714,711",241.0%,"$ 2 7,562,273",-6.6%,"$ 8 ,081,652","$ 8 ,650,218"
94904,125.4%,"$ 1 91,739,601",49.6%,"$ 8 5,078,527",28.5%,"$ 5 6,859,323",211.1%,"$ 4 4,258,664","$ 1 4,224,511"
94920,141.2%,"$ 1 16,721,735",108.8%,"$ 4 8,394,542",2.9%,"$ 2 3,178,399",23.5%,"$ 2 2,518,751","$ 1 8,240,776"
94924,38.8%,"$ 2 4,017,767",50.4%,"$ 1 7,300,750",710.7%,"$ 1 1,506,487",6.2%,"$ 1 ,419,387","$ 1 ,337,037"
94925,123.4%,"$ 1 46,717,290",58.0%,"$ 6 5,660,571",63.1%,"$ 4 1,544,196",96.9%,"$ 2 5,464,788","$ 1 2,934,121"
94929,164.1%,"$ 1 9,205,409",110.5%,"$ 7 ,272,717",68.6%,"$ 3 ,454,788",-29.4%,"$ 2 ,048,712","$ 2 ,900,196"
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
94930,125.8%,"$ 2 41,422,565",74.9%,"$ 1 06,922,849",86.6%,"$ 6 1,124,160",42.5%,"$ 3 2,759,082","$ 2 2,994,915"
94933,10.0%,"$ 5 2,217,710",77.1%,"$ 4 7,455,512",36.6%,"$ 2 6,794,028",58.8%,"$ 1 9,610,186","$ 1 2,351,743"
94937,10.0%,"$ 3 75,209,366",29.1%,"$ 3 41,177,696",37.0%,"$ 2 64,227,477",50.7%,"$ 1 92,931,745","$ 1 28,040,700"
94938,73.6%,"$ 5 4,478,615",26.8%,"$ 3 1,386,050",43.7%,"$ 2 4,757,284",99.3%,"$ 1 7,230,683","$ 8 ,645,081"
94939,190.2%,"$ 1 57,783,092",57.3%,"$ 5 4,368,402",96.4%,"$ 3 4,570,623",46.0%,"$ 1 7,602,144","$ 1 2,058,750"
94940,63.9%,"$ 2 1,282,402",50.6%,"$ 1 2,988,130",31.6%,"$ 8 ,621,932",9.2%,"$ 6 ,550,977","$ 5 ,998,576"
94941,111.2%,"$ 9 64,950,082",31.3%,"$ 4 56,843,919",20.8%,"$ 3 48,065,785",34.7%,"$ 2 88,069,477","$ 2 13,830,851"
94945,173.8%,"$ 1 73,307,969",90.2%,"$ 6 3,306,898",79.2%,"$ 3 3,276,346",790.5%,"$ 1 8,572,770","$ 2 ,085,617"
94946,10.7%,"$ 7 1,242,920",35.3%,"$ 6 4,363,154",178.2%,"$ 4 7,580,531",67.4%,"$ 1 7,100,739","$ 1 0,213,497"
94947,315.9%,"$ 1 88,240,493",92.1%,"$ 4 5,260,885",232.8%,"$ 2 3,560,037",-29.7%,"$ 7 ,079,254","$ 1 0,069,882"
94949,230.1%,"$ 1 08,197,620",26.2%,"$ 3 2,780,997",78.4%,"$ 2 5,970,172",231.7%,"$ 1 4,557,437","$ 4 ,389,178"
94956,15.9%,"$ 6 3,215,837",46.7%,"$ 5 4,561,259",40.2%,"$ 3 7,193,196",80.4%,"$ 2 6,524,852","$ 1 4,706,351"
94957,167.2%,"$ 7 2,590,215",135.3%,"$ 2 7,168,943",20.3%,"$ 1 1,547,186",1160.5%,"$ 9 ,595,200","$ 7 61,215"
94960,218.8%,"$ 1 82,592,347",154.9%,"$ 5 7,283,453",21.4%,"$ 2 2,475,852",68.0%,"$ 1 8,509,619","$ 1 1,017,397"
94963,176.6%,"$ 2 1,398,308",29.7%,"$ 7 ,736,607",82.6%,"$ 5 ,967,231",66.5%,"$ 3 ,267,680","$ 1 ,962,900"
94965,26.4%,"$ 4 10,686,277",10.6%,"$ 3 24,915,402",14.5%,"$ 2 93,815,276",30.1%,"$ 2 56,711,649","$ 1 97,354,929"
94970,115.9%,"$ 5 1,215,268",90.6%,"$ 2 3,720,406",62.8%,"$ 1 2,441,897",459.9%,"$ 7 ,642,555","$ 1 ,364,975"
94971,33.7%,"$ 6 ,133,116",-49.0%,"$ 4 ,587,719",54.1%,"$ 8 ,990,000",0.0%,"$ 5 ,835,000",$ -
94973,-3.8%,"$ 6 7,778,760",100.1%,"$ 7 0,484,304",33.0%,"$ 3 5,221,285",28.2%,"$ 2 6,475,354","$ 2 0,648,687"
93623,12.1%,"$ 5 3,710,730",7.8%,"$ 4 7,903,550",36.3%,"$ 4 4,418,863",23.3%,"$ 3 2,584,715","$ 2 6,423,574"
95306,71.6%,"$ 8 9,753,546",15.8%,"$ 5 2,290,488",55.6%,"$ 4 5,164,362",346.9%,"$ 2 9,021,290","$ 6 ,494,070"
95311,19.9%,"$ 2 05,066,930",10.7%,"$ 1 71,045,566",24.9%,"$ 1 54,453,744",33.1%,"$ 1 23,647,093","$ 9 2,891,881"
95318,24.7%,"$ 3 6,848,595",17.3%,"$ 2 9,547,708",58.3%,"$ 2 5,195,123",34.4%,"$ 1 5,920,589","$ 1 1,843,344"
95338,24.9%,"$ 1 ,227,249,808",17.5%,"$ 9 82,827,774",66.5%,"$ 8 36,100,990",44.8%,"$ 5 02,085,836","$ 3 46,627,858"
95345,20.6%,"$ 8 3,976,827",14.0%,"$ 6 9,661,356",29.1%,"$ 6 1,129,226",26.6%,"$ 4 7,342,642","$ 3 7,389,204"
95389,11.9%,"$ 2 56,076,702",12.6%,"$ 2 28,820,133",29.4%,"$ 2 03,266,767",61.5%,"$ 1 57,046,777","$ 9 7,267,817"
95410,19.2%,"$ 5 5,054,943",50.9%,"$ 4 6,179,511",74.6%,"$ 3 0,610,649",38.2%,"$ 1 7,529,181","$ 1 2,682,328"
95415,53.4%,"$ 6 4,856,455",53.9%,"$ 4 2,286,622",22.9%,"$ 2 7,468,897",119.9%,"$ 2 2,347,059","$ 1 0,163,866"
95417,24.8%,"$ 7 ,424,189",26.7%,"$ 5 ,947,198",64.9%,"$ 4 ,692,291",27.3%,"$ 2 ,846,001","$ 2 ,236,155"
95420,26.7%,"$ 2 7,869,957",106.9%,"$ 2 1,998,927",102.7%,"$ 1 0,634,412",27.1%,"$ 5 ,246,089","$ 4 ,126,171"
95427,25.2%,"$ 1 6,387,357",38.0%,"$ 1 3,093,296",16.3%,"$ 9 ,484,892",13.8%,"$ 8 ,152,362","$ 7 ,166,332"
95428,-2.8%,"$ 3 1,191,136",38.6%,"$ 3 2,077,017",5.4%,"$ 2 3,146,434",8.8%,"$ 2 1,959,141","$ 2 0,174,060"
95429,30.4%,"$ 1 2,409,465",3.2%,"$ 9 ,517,652",11.8%,"$ 9 ,222,709",9.4%,"$ 8 ,250,776","$ 7 ,539,632"
95432,32.0%,"$ 2 4,527,606",-2.5%,"$ 1 8,578,705",51.6%,"$ 1 9,045,902",164.9%,"$ 1 2,563,230","$ 4 ,742,147"
95437,108.8%,"$ 2 31,786,663",53.8%,"$ 1 11,003,472",120.0%,"$ 7 2,176,508",19.4%,"$ 3 2,803,397","$ 2 7,471,801"
95445,42.9%,"$ 2 82,328,940",56.6%,"$ 1 97,555,002",73.6%,"$ 1 26,174,679",79.5%,"$ 7 2,679,549","$ 4 0,488,651"
95449,11.5%,"$ 5 7,806,370",165.3%,"$ 5 1,845,762",47.5%,"$ 1 9,541,440",133.8%,"$ 1 3,246,287","$ 5 ,664,767"
95454,-5.6%,"$ 8 6,076,842",7.0%,"$ 9 1,148,010",18.7%,"$ 8 5,202,302",21.3%,"$ 7 1,769,666","$ 5 9,175,920"
95456,67.7%,"$ 1 06,887,861",65.8%,"$ 6 3,737,697",123.5%,"$ 3 8,440,939",21.5%,"$ 1 7,198,639","$ 1 4,154,469"
95459,60.5%,"$ 5 5,349,123",62.2%,"$ 3 4,478,115",46.8%,"$ 2 1,260,965",58.4%,"$ 1 4,486,447","$ 9 ,143,063"
95460,118.5%,"$ 1 22,044,948",43.5%,"$ 5 5,859,394",54.7%,"$ 3 8,914,143",76.8%,"$ 2 5,149,876","$ 1 4,224,192"
95463,0.0%,"$ 1 4,980,905",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95466,19.5%,"$ 7 5,080,412",64.8%,"$ 6 2,827,993",75.7%,"$ 3 8,130,168",310.8%,"$ 2 1,701,419","$ 5 ,282,553"
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
95468,123.7%,"$ 3 5,568,879",78.9%,"$ 1 5,903,744",61.9%,"$ 8 ,891,135",248.6%,"$ 5 ,490,702","$ 1 ,574,935"
95469,21.1%,"$ 1 21,381,694",65.1%,"$ 1 00,261,572",26.4%,"$ 6 0,725,904",42.7%,"$ 4 8,033,644","$ 3 3,652,758"
95470,70.0%,"$ 1 86,364,161",67.2%,"$ 1 09,616,331",18.8%,"$ 6 5,573,872",27.4%,"$ 5 5,180,222","$ 4 3,320,886"
95482,90.1%,"$ 7 05,948,415",84.3%,"$ 3 71,273,834",35.7%,"$ 2 01,468,935",63.7%,"$ 1 48,483,572","$ 9 0,678,889"
95488,22.1%,"$ 1 6,380,195",81.6%,"$ 1 3,418,191",-0.4%,"$ 7 ,387,871",60.1%,"$ 7 ,418,154","$ 4 ,633,567"
95490,19.5%,"$ 5 96,609,673",31.3%,"$ 4 99,052,002",39.1%,"$ 3 79,970,732",44.0%,"$ 2 73,103,719","$ 1 89,718,363"
95494,-1.5%,"$ 4 0,687,780",43.7%,"$ 4 1,321,091",78.5%,"$ 2 8,752,045",124.2%,"$ 1 6,106,014","$ 7 ,183,497"
95585,39.5%,"$ 9 ,397,346",50.9%,"$ 6 ,734,808",60.9%,"$ 4 ,461,948",44.4%,"$ 2 ,772,604","$ 1 ,919,839"
95587,10.2%,"$ 7 ,317,257",35.1%,"$ 6 ,637,415",-22.9%,"$ 4 ,913,327",-2.1%,"$ 6 ,373,212","$ 6 ,511,749"
93620,103.0%,"$ 5 ,314,918",75.4%,"$ 2 ,618,467",57.0%,"$ 1 ,492,911",118.7%,"$ 9 51,180","$ 4 35,000"
93635,77.6%,"$ 1 1,548,008",184.8%,"$ 6 ,500,657",19.1%,"$ 2 ,282,180",24.9%,"$ 1 ,916,705","$ 1 ,534,228"
95301,60.5%,"$ 6 ,354,101",-1.0%,"$ 3 ,959,841",-19.7%,"$ 4 ,000,790",91.8%,"$ 4 ,984,687","$ 2 ,598,332"
95303,6.4%,"$ 1 ,052,793",6.9%,"$ 9 89,279",6.0%,"$ 9 25,488",5.5%,"$ 8 73,127","$ 8 27,455"
95315,564.2%,"$ 7 ,303,959",0.0%,"$ 1 ,099,600",0.0%,$ -,0.0%,$ -,$ -
95317,5.9%,"$ 4 ,171,654",0.0%,"$ 3 ,938,366",-100.0%,$ -,6.6%,"$ 1 49,340","$ 1 40,100"
95322,267.7%,"$ 7 ,129,835",206.2%,"$ 1 ,939,174",5.8%,"$ 6 33,200",5.4%,"$ 5 98,338","$ 5 67,928"
95324,12.1%,"$ 3 ,363,000",640.7%,"$ 3 ,000,000",0.0%,"$ 4 05,000",0.0%,$ -,$ -
95333,58.0%,"$ 2 ,558,406",242.3%,"$ 1 ,619,280",0.0%,"$ 4 73,000",0.0%,$ -,$ -
95334,69.7%,"$ 8 ,182,380",120.7%,"$ 4 ,823,086",4.6%,"$ 2 ,185,052",143.9%,"$ 2 ,089,071","$ 8 56,417"
95340,103.2%,"$ 1 8,959,147",93.6%,"$ 9 ,328,326",91.8%,"$ 4 ,818,874",-5.3%,"$ 2 ,512,440","$ 2 ,653,482"
95341,53.9%,"$ 8 ,426,562",123.5%,"$ 5 ,476,632",-8.2%,"$ 2 ,449,901",-18.0%,"$ 2 ,669,586","$ 3 ,254,618"
95348,138.0%,"$ 1 1,529,123",472.0%,"$ 4 ,843,254",-31.3%,"$ 8 46,726",169.2%,"$ 1 ,232,688","$ 4 57,890"
95365,-25.8%,"$ 1 ,189,325",37.2%,"$ 1 ,603,788",-38.1%,"$ 1 ,168,910",16.8%,"$ 1 ,887,999","$ 1 ,616,638"
95369,96.6%,"$ 1 2,426,639",31.0%,"$ 6 ,322,141",70.9%,"$ 4 ,825,586",792.1%,"$ 2 ,823,487","$ 3 16,500"
95374,0.0%,"$ 2 ,703,028",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95388,221.0%,"$ 3 ,979,205",59.6%,"$ 1 ,239,655",6.2%,"$ 7 76,669",4.7%,"$ 7 31,426","$ 6 98,344"
96006,-31.1%,"$ 2 ,898,832",141.2%,"$ 4 ,204,949",46.6%,"$ 1 ,743,686",218.3%,"$ 1 ,189,292","$ 3 73,670"
96015,114.4%,"$ 1 3,207,631",12.4%,"$ 6 ,161,551",339.6%,"$ 5 ,482,145",0.0%,"$ 1 ,247,200",$ -
96054,126.6%,"$ 5 ,463,101",26.1%,"$ 2 ,410,721",27.1%,"$ 1 ,911,980",126.1%,"$ 1 ,504,724","$ 6 65,500"
96101,153.2%,"$ 4 2,856,884",43.1%,"$ 1 6,925,951",86.5%,"$ 1 1,826,520",51.3%,"$ 6 ,342,824","$ 4 ,191,601"
96104,82.7%,"$ 7 ,281,287",418.4%,"$ 3 ,984,833",10.1%,"$ 7 68,746",-42.3%,"$ 6 98,120","$ 1 ,210,539"
96108,232.2%,"$ 5 ,709,918",514.2%,"$ 1 ,718,563",247.1%,"$ 2 79,820",7.5%,"$ 8 0,625","$ 7 5,000"
96110,0.0%,"$ 1 ,250,809",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
96112,60.4%,"$ 4 ,721,385",4.1%,"$ 2 ,942,988",311.5%,"$ 2 ,827,073",149.8%,"$ 6 87,000","$ 2 75,000"
96115,251.8%,"$ 7 ,249,507",0.0%,"$ 2 ,060,448",0.0%,$ -,0.0%,$ -,$ -
96116,80.2%,"$ 3 ,054,064",303.9%,"$ 1 ,694,575",0.0%,"$ 4 19,550",0.0%,$ -,$ -
93512,-7.6%,"$ 1 ,602,700",17.3%,"$ 1 ,733,713",8.5%,"$ 1 ,478,242",5.6%,"$ 1 ,362,896","$ 1 ,290,515"
93517,58.5%,"$ 6 6,648,217",92.7%,"$ 4 2,051,822",44.3%,"$ 2 1,826,056",51.3%,"$ 1 5,126,881","$ 9 ,997,105"
93529,22.8%,"$ 2 18,427,387",39.3%,"$ 1 77,901,194",35.2%,"$ 1 27,677,258",12.7%,"$ 9 4,453,748","$ 8 3,816,835"
93541,9.1%,"$ 2 5,437,009",46.8%,"$ 2 3,325,202",280.9%,"$ 1 5,891,694",33.3%,"$ 4 ,172,359","$ 3 ,130,554"
93546,53.6%,"$ 7 87,395,578",68.2%,"$ 5 12,745,914",111.3%,"$ 3 04,843,129",45.2%,"$ 1 44,289,758","$ 9 9,343,455"
96107,61.7%,"$ 1 5,767,717",41.1%,"$ 9 ,753,461",502.0%,"$ 6 ,913,021",-5.6%,"$ 1 ,148,293","$ 1 ,216,391"
96133,27.5%,"$ 1 ,716,750",98.6%,"$ 1 ,346,784",5.3%,"$ 6 78,177",0.0%,"$ 6 44,200",$ -
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
93426,20.0%,"$ 3 09,543,151",8.8%,"$ 2 57,958,512",33.7%,"$ 2 37,066,612",24.2%,"$ 1 77,353,831","$ 1 42,754,205"
93450,2.1%,"$ 7 ,861,648",15.1%,"$ 7 ,696,674",-16.2%,"$ 6 ,686,290",0.0%,"$ 7 ,974,445",$ -
93901,293.8%,"$ 1 3,109,991",13.5%,"$ 3 ,329,287",-8.6%,"$ 2 ,932,236",22.9%,"$ 3 ,206,618","$ 2 ,608,795"
93905,396.7%,"$ 1 1,418,250",123.3%,"$ 2 ,299,020",6.1%,"$ 1 ,029,359",4.6%,"$ 9 70,446","$ 9 27,356"
93906,423.3%,"$ 1 3,446,800",173.6%,"$ 2 ,569,563",5.7%,"$ 9 39,092",-42.3%,"$ 8 88,211","$ 1 ,538,076"
93907,37.3%,"$ 4 73,199,123",50.7%,"$ 3 44,737,044",182.4%,"$ 2 28,813,251",58.2%,"$ 8 1,036,614","$ 5 1,211,194"
93908,40.2%,"$ 6 22,836,831",27.1%,"$ 4 44,364,353",58.2%,"$ 3 49,707,403",46.3%,"$ 2 21,104,555","$ 1 51,115,213"
93920,5.4%,"$ 1 73,069,450",13.9%,"$ 1 64,259,715",37.7%,"$ 1 44,155,840",48.5%,"$ 1 04,682,259","$ 7 0,483,748"
93923,49.4%,"$ 1 ,652,752,605",21.6%,"$ 1 ,106,085,509",50.2%,"$ 9 09,914,440",72.9%,"$ 6 05,989,676","$ 3 50,465,272"
93924,36.4%,"$ 1 ,122,807,299",18.0%,"$ 8 23,434,907",43.4%,"$ 6 98,007,317",27.4%,"$ 4 86,602,776","$ 3 81,990,577"
93925,15.0%,"$ 2 8,162,472",33.2%,"$ 2 4,499,624",160.9%,"$ 1 8,386,687",503.6%,"$ 7 ,046,555","$ 1 ,167,500"
93926,8.5%,"$ 4 ,503,844",-0.4%,"$ 4 ,152,772",47.7%,"$ 4 ,169,825",91.8%,"$ 2 ,823,850","$ 1 ,472,174"
